id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
187745,https://www.airbnb.com/rooms/187745,20250927041820,2025-09-28,previous scrape,Extraordinarily Spacious Apt. in Condesa,"HE NEIGHBORHOOD<br /><br />Condesa is the place to be in Mexico City. Often nicknamed Mexico´s SOHO, this old neighborhood displays a vast amount of restaurants, bars, cafés, shops and galleries contained in Art deco buildings dating from the early 20th cent","Condesa is the place to be in Mexico City. Often nicknamed Mexico´s SOHO, this old nei.ghborhood displays a vast amount of restaurants, bars, cafés, shops and galleries contained in Art deco buildings dating from the early 20th cent",https://a0.muscache.com/pictures/c4d9a98f-119b-4da4-a3ca-ddd2a8095054.jpg,899360,https://www.airbnb.com/users/show/899360,Julian,2011-07-31,,Welcome home!,N/A,N/A,100%,t,https://a0.muscache.com/im/pictures/user/4c97ff31-4ada-4f13-a03a-702c469175c8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4c97ff31-4ada-4f13-a03a-702c469175c8.jpg?aki_policy=profile_x_medium,Condesa,6,8,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Cuauhtémoc,,19.41057,-99.1773,Entire loft,Entire home/apt,3,,2 baths,1,,"[""Free street parking"", ""Hot tub"", ""Washer"", ""Kitchen"", ""Host greets you"", ""Wifi"", ""Essentials"", ""Hot water"", ""Dryer"", ""TV with standard cable""]",,14,365,14,14,365,365,14.0,365.0,,t,0,0,0,0,2025-09-28,24,0,0,0,0,0,,2013-11-10,2018-01-03,4.67,4.58,4.58,4.83,4.79,5.0,4.63,,f,6,6,0,0,0.17
194937,https://www.airbnb.com/rooms/194937,20250927041820,2025-09-28,previous scrape,Sunny & Fresh Apt. with best rooftop in Condesa,"This is a lovely one bedroom - one bathroom apartment with a super comfortable king size bed, a retro inspired design and an awesome rooftop. You'll love spending time on the  day-beds,  and having fun with Argentinian grill and wood-fired pizza oven.",,https://a0.muscache.com/pictures/ccfc0ea0-e168-41e4-af76-1527a0cefc12.jpg,899360,https://www.airbnb.com/users/show/899360,Julian,2011-07-31,,Welcome home!,N/A,N/A,100%,t,https://a0.muscache.com/im/pictures/user/4c97ff31-4ada-4f13-a03a-702c469175c8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4c97ff31-4ada-4f13-a03a-702c469175c8.jpg?aki_policy=profile_x_medium,Condesa,6,8,"['email', 'phone']",t,t,,Cuauhtémoc,,19.41057,-99.1773,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Dining table"", ""Outdoor dining area"", ""Room-darkening shades"", ""Piano"", ""Free washer \u2013 In building"", ""Wifi"", ""Hot water"", ""Safe"", ""Refrigerator"", ""Microwave"", ""Fire extinguisher"", ""Free dryer \u2013 In building"", ""Kitchen"", ""Cleaning products"", ""Host greets you"", ""TV with Netflix, premium cable, standard cable"", ""Extra pillows and blankets"", ""Gas stove"", ""Free street parking"", ""Portable heater"", ""Luggage dropoff allowed"", ""Shared backyard"", ""Oven"", ""Shampoo"", ""Outdoor kitchen with oven"", ""Wine glasses"", ""Iron"", ""BBQ grill"", ""Shower gel"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Freezer"", ""Toaster"", ""Exterior security cameras on property"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Barbecue utensils"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Shared patio or balcony"", ""Sun loungers"", ""Portable fans""]",,1,180,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2025-09-28,77,0,0,0,4,0,,2011-12-07,2024-07-08,4.71,4.71,4.81,4.88,5.0,4.96,4.69,,f,6,6,0,0,0.46
204887,https://www.airbnb.com/rooms/204887,20250927041820,2025-09-28,city scrape,"Traditional neighborhood: Escandón, Condesa & Roma","Make yourself at home in this apartment in a quiet building, located in one of the best communicated and safe areas of Mexico City. Enjoy our rooftop garden while enjoying a beautiful panoramic view of Latin America's largest city.",The neighborhood is very well located and easy to access to any other zone of Mexico City. We have a very nice local market a few steps from the flat and a park particularly enjoyable for kids. also suitable for jogging and exercising.,https://a0.muscache.com/pictures/9547599/674264cf_original.jpg,998053,https://www.airbnb.com/users/show/998053,MaryJo,2011-08-20,"Mexico City, Mexico","I'm from Mexico City, I work as consultant on environmental issues for the Mexican Government, NGOs such as Oxfam, Greenpeace, etc., and UNEP. ",within a few hours,67%,60%,f,https://a0.muscache.com/im/pictures/user/ceea6c33-894b-404b-9757-08f69b4f4f60.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ceea6c33-894b-404b-9757-08f69b4f4f60.jpg?aki_policy=profile_x_medium,Escandón,1,3,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Cuauhtémoc,,19.4059,-99.17548,Entire rental unit,Entire home/apt,1,1.0,1 bath,1,1,"[""Hair dryer"", ""Washer"", ""Iron"", ""Refrigerator"", ""Kitchen"", ""Coffee maker"", ""Dishes and silverware"", ""Stove"", ""Free parking on premises"", ""Wifi"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Carbon monoxide alarm"", ""TV with standard cable""]",$768.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,19,294,2025-09-28,32,3,0,24,1,18,13824,2012-07-01,2025-02-14,4.65,4.66,4.35,4.81,4.87,4.97,4.52,,f,1,1,0,0,0.20
245507,https://www.airbnb.com/rooms/245507,20250927041820,2025-09-28,city scrape,Reforma Ave area / US Embassy / walk everywhere,"THE APARTMENT IS LOCATED IN A PRIME LOCATION, QUIET STREET, WITH SUPER EASY ACCESS TO ALL PARTS OF TOWN. WITHIN WALKING DISTANCE TO  PASEO DE LA REFORMA , ZONA ROSA, ROMA & CONDESA AND A COUNTLESS RANGE OF SHOPPING, DINING AND NIGHT LIFE NEARBY.<br /><br />SUBWAY ( SEVILLA & INSURGENTES STATIONS ) ECO BICI STATIONS AND BUS STOPS JUST A FEW BLOCKS AWAY.",,https://a0.muscache.com/pictures/hosting/Hosting-245507/original/d76c5626-c7c1-490e-a618-f32424baf751.jpeg,1288063,https://www.airbnb.com/users/show/1288063,Francisco,2011-10-13,"Mexico City, Mexico","Hospitalario y amigable, puedo orientarte , recomendarte y ayudarte
a organizar actividades durante tu estancia en la Ciudad de México y alrededores.
No dudes en contactarme.

Saludos",within an hour,100%,100%,,https://a0.muscache.com/im/pictures/user/User-1288063/original/e295d2cb-b5e5-4b0c-9e25-b895eef70158.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-1288063/original/e295d2cb-b5e5-4b0c-9e25-b895eef70158.jpeg?aki_policy=profile_x_medium,Colonia Cuauhtémoc,17,20,"['email', 'phone']",t,t,,Cuauhtémoc,,19.4236,-99.16979,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,2,"[""HDTV with Netflix"", ""Dining table"", ""Ceiling fan"", ""Room-darkening shades"", ""Fast wifi \u2013 154 Mbps"", ""Hot water"", ""Mosquito net"", ""Safe"", ""Refrigerator"", ""Microwave"", ""Stainless steel gas stove"", ""Body soap"", ""Kitchen"", ""Cleaning products"", ""Host greets you"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Paid street parking off premises"", ""Shampoo"", ""Iron"", ""Single level home"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Toaster"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Cooking basics""]",$905.00,1,90,1,1,1125,1125,1.0,1125.0,,t,2,16,38,306,2025-09-28,412,36,0,39,30,216,195480,2011-10-17,2025-07-20,4.85,4.89,4.86,4.95,4.94,4.89,4.83,,f,4,4,0,0,2.43
246057,https://www.airbnb.com/rooms/246057,20250927041820,2025-09-28,city scrape,The best location! Reforma/Zona Rosa/Roma!,"THE APARTMENT IS LOCATED IN A PRIME LOCATION, QUIET STREET, WITH SUPER EASY ACCESS TO ALL PARTS OF TOWN . WITHIN WALKING DISTANCE TO  PASEO DE LA REFORMA , ZONA ROSA AND A COUNTLESS RANGE OF SHOPPING, DINING AND NIGHT LIFE OPTIONS NEARBY .<br /><br />SUBWAY ( SEVILLA & INSURGENTES STATIONS ) BIKES STATIONS AND BUS STOPS JUST A FEW BLOCKS AWAY.",,https://a0.muscache.com/pictures/hosting/Hosting-246057/original/316b6f5c-58ad-4e11-93bf-7fc0cd3a079d.jpeg,1288063,https://www.airbnb.com/users/show/1288063,Francisco,2011-10-13,"Mexico City, Mexico","Hospitalario y amigable, puedo orientarte , recomendarte y ayudarte
a organizar actividades durante tu estancia en la Ciudad de México y alrededores.
No dudes en contactarme.

Saludos",within an hour,100%,100%,,https://a0.muscache.com/im/pictures/user/User-1288063/original/e295d2cb-b5e5-4b0c-9e25-b895eef70158.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-1288063/original/e295d2cb-b5e5-4b0c-9e25-b895eef70158.jpeg?aki_policy=profile_x_medium,Colonia Cuauhtémoc,17,20,"['email', 'phone']",t,t,,Cuauhtémoc,,19.42335,-99.16963,Entire condo,Entire home/apt,2,1.0,1 bath,1,1,"[""HDTV with Netflix"", ""Laundromat nearby"", ""Self check-in"", ""Private backyard"", ""Ceiling fan"", ""Room-darkening shades"", ""Private patio or balcony"", ""Hot water"", ""Refrigerator"", ""Safe"", ""Body soap"", ""Kitchen"", ""Lockbox"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Paid street parking off premises"", ""Shampoo"", ""Iron"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Toaster"", ""Fast wifi \u2013 349 Mbps"", ""Blender"", ""Hair dryer"", ""Other gas stove"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics""]","$1,056.00",1,90,1,1,1125,1125,1.0,1125.0,,t,18,37,64,335,2025-09-28,313,24,0,69,24,144,152064,2011-11-02,2025-08-17,4.86,4.83,4.86,4.95,4.94,4.9,4.83,,f,4,4,0,0,1.85
247543,https://www.airbnb.com/rooms/247543,20250927041820,2025-09-28,city scrape,"Independent studio, top location","IDEAL FOR SINGLE TRAVELER<br />SEPARATE ENTRANCE - total independence<br />CONTINENTAL BREAKFAST<br />MAID SERVICE - 3 times a week<br />BEST OF HISTORIC CENTER - you are in the midst of it<br />MUSEUMS, SITES, RESTAURANTS + MORE",,https://a0.muscache.com/pictures/2348218/fb0d3f80_original.jpg,1297488,https://www.airbnb.com/users/show/1297488,Petra,2011-10-16,"Mexico City, Mexico","I am German and live in Mexico where I do productions for TV and film documentaries, 
I love to travel, have lived in many countries and speak several languages. I like reading, classical music, good food and cooking.   ",within an hour,100%,96%,t,https://a0.muscache.com/im/users/1297488/profile_pic/1318782718/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1297488/profile_pic/1318782718/original.jpg?aki_policy=profile_x_medium,Centro Histórico,2,7,"['email', 'phone']",t,t,,Cuauhtémoc,,19.43516,-99.13806,Entire rental unit,Entire home/apt,1,1.0,1 bath,1,1,"[""Private entrance"", ""Heating"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Body soap"", ""Cleaning products"", ""Host greets you"", ""Extra pillows and blankets"", ""Breakfast"", ""Luggage dropoff allowed"", ""Paid parking lot off premises"", ""Shampoo"", ""Iron"", ""Shower gel"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Paid parking garage on premises \u2013 1 space"", ""Hair dryer"", ""Coffee maker"", ""First aid kit"", ""Portable fans"", ""Conditioner""]",$758.00,3,30,3,3,30,30,3.0,30.0,,t,11,32,39,304,2025-09-28,162,28,3,39,28,168,127344,2011-12-17,2025-09-16,4.91,4.94,4.97,4.95,4.94,4.98,4.93,,f,2,2,0,0,0.97
256555,https://www.airbnb.com/rooms/256555,20250927041820,2025-09-28,city scrape,GREAT HOUSE IN S MIGUEL CHAPULTEPEC,"Welcome to Your Home in Mexico City<br />Have a great  and charming vacation on a huge HOUSE in the middle of the city<br />San Miguel Chapultepec is the best kept secret in the City of Mexico, just on the other side of the big Chapultepec park, very close from the bigest musems like the National Archeological, modern art, and big hotels area, all the goodies without the hassle of the busy streets. IF our President lives here there must be a reason.","San Miguel Chapultepec is the best kept secret in the City of Mexico, just on the  side of the big Chapultepec park, very close from large musems like the National Archeological, Modern Art, Contemporary Art, and big hotels area, all the goodies without the hassle of the busy streets. IF our President lives here there must be a reason.",https://a0.muscache.com/pictures/2695912/e8a19aae_original.jpg,790208,https://www.airbnb.com/users/show/790208,Francisco Carlos,2011-07-07,"Mexico City, Mexico","We live in Mexico City and we really love it so badly so we decide to share our house and country with guests, I´m a Doctor and María José is a lawyer , we live in a quite small old neighborhood in Mexico City.
We like to think Guests are part of our life, part of our family,  they are giving us great experiences and interesting talks, we treat them as we would like to be treated when we travel, we really love Airbnb",within an hour,92%,93%,t,https://a0.muscache.com/im/pictures/user/5a5c6efb-c75d-4992-91b9-5c61da2e8061.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5a5c6efb-c75d-4992-91b9-5c61da2e8061.jpg?aki_policy=profile_x_medium,San Miguel Chapultepec,5,6,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Miguel Hidalgo,,19.40663,-99.18653,Entire home,Entire home/apt,14,4.5,4.5 baths,4,9,"[""Self check-in"", ""Heating"", ""Keypad"", ""Dedicated workspace"", ""Patio or balcony"", ""Wifi"", ""High chair"", ""Hot water"", ""Children\u2019s books and toys"", ""Pocket wifi"", ""Refrigerator"", ""Microwave"", ""Paid parking off premises"", ""BBQ grill: charcoal"", ""Babysitter recommendations"", ""Kitchen"", ""Stove"", ""Free parking on premises"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Free street parking"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Washer"", ""Iron"", ""Shower gel"", ""Bathtub"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Crib"", ""Ethernet connection"", ""TV with standard cable"", ""Freezer"", ""Toaster"", ""Smoking allowed"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Backyard"", ""Dryer"", ""Pets allowed""]","$3,494.00",2,365,2,2,365,365,2.0,365.0,,t,7,12,21,201,2025-09-28,323,2,0,21,2,12,41928,2011-12-13,2025-08-06,4.91,4.91,4.88,4.92,4.94,4.78,4.91,,f,5,5,0,0,1.92
261897,https://www.airbnb.com/rooms/261897,20250927041820,2025-09-28,city scrape,Charming 1 bedroom loft w/ balcony in Roma/condesa,A 15 year old reconverted project comprising 10 flats in two mirroring buildings with a lovely courtyard in a small and quaint street right at the heart of CONDES/ROMA district. Lovely architecture and design.  Nearly 70sqm split between a loft style main space and a private room along with a studio area for guest or desk to work. <br />Ideal for one person or a couple who want a quiet time in the city.,"NOTE: See my guidebook for all local tips and favourites. <br />it's green, quiet, walkable, a lot of nice places to eat and very practical as everything is close by: food stores, market, supermarket, pastry shops, metro stations to name only a few. I actually live 2 blocks away<br /><br />8 minutes walk to the metro station. There's a taxi stand just in front and also a fun place to go to Roma and close to the centre with an electric bus. <br />o A very pleasant neighbourhood with a lot of green spaces and ideal for walks. <br />o 3 minutes walk to the PARQUE ESPANA and 10 minutes to the PARQUE MEXICO<br />o One of the best ""on wheel market"" (PACHUCA) every Tuesday 2 blocks away<br />o Organic shop, supermarket, butcher, corner shop and local cafes within 1 km radius<br />o Main Metro stations (SEVILLA, INSURGENTES, CHAPULTEPEC) 10 minutes away<br />o Private TAXIs (SITIO) available across the street<br />o Free Cycle scheme (ECO BICI) on the street corner along with bike rentals some",https://a0.muscache.com/pictures/7ad77bc2-85ac-40b6-8af7-eb96ba868e59.jpg,1373924,https://www.airbnb.com/users/show/1373924,Eric,2011-11-05,"Mexico City, Mexico","Lebanese with French nationality but grew up in Mexico and now back after many years in Europe. I work in technology within the Music industry and own a bar / venue called BACAL in Mexico City. I have 2 kids and a partner - I live between Mexico City, morelia and Pátzcuaro. 
Love my food and travel so i consider myself a reasonably good source for restaurant and local sights recommendations.",within a few hours,100%,67%,f,https://a0.muscache.com/im/pictures/user/User-1373924/original/af1bc5a8-a8a9-4063-b5e5-7ae70a1b36ee.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-1373924/original/af1bc5a8-a8a9-4063-b5e5-7ae70a1b36ee.jpeg?aki_policy=profile_x_medium,Roma Norte,2,2,"['email', 'phone', 'work_email']",t,t,"Mexico City, DF, Mexico",Cuauhtémoc,,19.41877,-99.17199,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,1,"[""Air conditioning"", ""Laundromat nearby"", ""Self check-in"", ""Dining table"", ""Bikes"", ""Smart lock"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Books and reading material"", ""Paid parking off premises"", ""Body soap"", ""Kitchen"", ""Backyard"", ""Stove"", ""Drying rack for clothing"", ""Cleaning products"", ""Free parking on premises"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Iron"", ""Single level home"", ""Shower gel"", ""Bathtub"", ""Coffee"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Smoking allowed"", ""Blender"", ""Hair dryer"", ""Record player"", ""Dishes and silverware"", ""Cooking basics"", ""Conditioner"", ""Pets allowed""]","$1,018.00",5,25,5,5,25,25,5.0,25.0,,t,12,28,58,295,2025-09-28,354,0,0,63,0,0,0,2012-01-01,2023-03-25,4.77,4.87,4.76,4.75,4.82,4.94,4.81,,f,1,1,0,0,2.12
276504,https://www.airbnb.com/rooms/276504,20250927041820,2025-09-28,previous scrape,High End Condo with golf package,,,https://a0.muscache.com/pictures/2802432/4be1438a_original.jpg,1444589,https://www.airbnb.com/users/show/1444589,Michael,2011-11-26,,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/1444589/profile_pic/1322337762/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1444589/profile_pic/1322337762/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Iztacalco,,19.38061,-99.12729,Entire rental unit,Entire home/apt,2,,1 bath,,,"[""Air conditioning"", ""Washer"", ""Hot tub"", ""Kitchen"", ""Gym"", ""Pool"", ""Free parking on premises"", ""Elevator"", ""Wifi"", ""TV"", ""Dryer""]",,7,365,7,7,365,365,7.0,365.0,,,0,0,0,0,2025-09-28,0,0,0,0,0,0,,,,,,,,,,,,f,1,1,0,0,
281134,https://www.airbnb.com/rooms/281134,20250927041820,2025-09-28,previous scrape,COOL PENT HOUSE APARTMENT @CONDESA,Amazing Pent House apartment in the heart fo Condesa,,https://a0.muscache.com/pictures/5754595/e5ec9215_original.jpg,196253,https://www.airbnb.com/users/show/196253,Fernando,2010-08-09,"Mexico City, Mexico",Condesa Haus Rentals  offers independent  studios and aparments,within an hour,100%,92%,f,https://a0.muscache.com/im/users/196253/profile_pic/1315928046/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/196253/profile_pic/1315928046/original.jpg?aki_policy=profile_x_medium,Condesa,13,13,"['email', 'phone', 'work_email']",t,t,,Cuauhtémoc,,19.41108,-99.17634,Room in serviced apartment,Hotel room,3,,1 private bath,1,,"[""Patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Dishwasher"", ""Kitchen"", ""Stove"", ""Free parking on premises"", ""Host greets you"", ""Free street parking"", ""Oven"", ""Shampoo"", ""Washer"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Backyard"", ""Dryer""]",,1,365,1,2,365,365,1.4,365.0,,t,5,5,33,250,2025-09-28,7,0,0,38,0,0,,2015-01-05,2019-10-05,4.71,4.71,5.0,5.0,5.0,5.0,4.86,,t,9,4,2,0,0.05
287940,https://www.airbnb.com/rooms/287940,20250927041820,2025-09-28,city scrape,Furnished lovely cozy studio,"We are in one of the best areas of mexico city, walking distance of the main attractions, the studio has everything you need for a comfortable staying in mexico city, own entrance, bathroom, kitchen, there is a nice terrace available to eat.","condesa is one of the best areas to be in mexico city, clean safe close to everything is one of the trendiest areas in town",https://a0.muscache.com/pictures/d5556da9-4edf-4936-b14d-3e407d8813ac.jpg,1497087,https://www.airbnb.com/users/show/1497087,Penelope,2011-12-12,"Mexico City, Mexico",I work in the film industry,within an hour,99%,100%,f,https://a0.muscache.com/im/users/1497087/profile_pic/1323726530/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1497087/profile_pic/1323726530/original.jpg?aki_policy=profile_x_medium,Condesa,13,13,"['email', 'phone']",t,t,"Mexico City, Mexico",Cuauhtémoc,,19.41236,-99.17533,Entire guest suite,Entire home/apt,2,1.0,1 bath,1,1,"[""Self check-in"", ""Outdoor dining area"", ""Dedicated workspace"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Kitchen"", ""Stove"", ""Lockbox"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Smoking allowed"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""32 inch HDTV with standard cable"", ""Pets allowed""]",$559.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,7,23,53,328,2025-09-28,447,21,1,58,23,126,70434,2013-09-13,2025-09-06,4.6,4.66,4.66,4.86,4.83,4.95,4.68,,f,13,13,0,0,3.05
